2000, 25179, 1, 0
4012, 48460, 1, 0
6004, 73997, 1, 0
8000, 75351, 1, 0
10016, 75269, 1, 0
12016, 67938, 1, 0
14000, 67505, 1, 0
16020, 68072, 1, 0
18000, 72388, 1, 0
20020, 63063, 1, 0
22000, 67340, 1, 0
24004, 68241, 1, 0
26000, 66573, 1, 0
28000, 66495, 1, 0
30000, 73995, 1, 0
32020, 63440, 1, 0
34000, 70373, 1, 0
36012, 64637, 1, 0
38024, 63763, 1, 0
40000, 65362, 1, 0
42000, 70100, 1, 0
44000, 70406, 1, 0
46016, 62186, 1, 0
48004, 65629, 1, 0
50032, 69209, 1, 0
52028, 68142, 1, 0
54000, 64252, 1, 0
56020, 75303, 1, 0
58012, 60456, 1, 0
60004, 64675, 1, 0
62000, 67514, 1, 0
64004, 63340, 1, 0
66013, 66686, 1, 0
68032, 66179, 1, 0
70036, 67830, 1, 0
72027, 65823, 1, 0
74012, 67390, 1, 0
76019, 67373, 1, 0
78015, 66455, 1, 0
80000, 64187, 1, 0
82015, 69086, 1, 0
84019, 66577, 1, 0
86011, 66099, 1, 0
88015, 65845, 1, 0
90003, 65123, 1, 0
92000, 66236, 1, 0
94011, 66894, 1, 0
96051, 73558, 1, 0
98011, 65565, 1, 0
100011, 59881, 1, 0
102035, 73013, 1, 0
104000, 60402, 1, 0
106000, 68489, 1, 0
108003, 66319, 1, 0
110031, 66302, 1, 0
112000, 67299, 1, 0
114026, 65630, 1, 0
116015, 66120, 1, 0
118000, 64939, 1, 0
120015, 72167, 1, 0
122007, 71834, 1, 0
124000, 62911, 1, 0
126000, 60417, 1, 0
128012, 68426, 1, 0
130011, 66277, 1, 0
132003, 73647, 1, 0
134007, 61380, 1, 0
136031, 66422, 1, 0
138007, 68691, 1, 0
140019, 67911, 1, 0
142011, 69947, 1, 0
144000, 67059, 1, 0
146035, 61487, 1, 0
148031, 66892, 1, 0
150007, 67861, 1, 0
152000, 70453, 1, 0
154023, 63543, 1, 0
156000, 66286, 1, 0
158126, 71018, 1, 0
160035, 64052, 1, 0
162007, 69749, 1, 0
164000, 61482, 1, 0
166097, 71923, 1, 0
168023, 64031, 1, 0
170035, 66302, 1, 0
172003, 68433, 1, 0
174035, 66783, 1, 0
176011, 65621, 1, 0
178019, 67495, 1, 0
180000, 66350, 1, 0
182003, 66724, 1, 0
184007, 67144, 1, 0
186030, 67868, 1, 0
188008, 76124, 1, 0
190034, 65834, 1, 0
192000, 67592, 1, 0
194019, 70759, 1, 0
196000, 71510, 1, 0
198003, 70707, 1, 0
200000, 70281, 1, 0
202000, 68592, 1, 0
204018, 66238, 1, 0
206000, 70323, 1, 0
208000, 68376, 1, 0
210030, 69824, 1, 0
212010, 69432, 1, 0
214002, 70347, 1, 0
216018, 69722, 1, 0
218018, 70521, 1, 0
220014, 66299, 1, 0
222010, 67962, 1, 0
224000, 69138, 1, 0
226010, 71228, 1, 0
228000, 68448, 1, 0
230026, 70014, 1, 0
232022, 74158, 1, 0
234002, 67368, 1, 0
236000, 67345, 1, 0
238010, 68306, 1, 0
240026, 68931, 1, 0
242014, 70785, 1, 0
244018, 67891, 1, 0
246010, 70594, 1, 0
248018, 68743, 1, 0
250014, 69310, 1, 0
252014, 68911, 1, 0
254000, 72071, 1, 0
256026, 67604, 1, 0
258026, 72217, 1, 0
260157, 73942, 1, 0
262006, 65228, 1, 0
264010, 69692, 1, 0
266014, 66793, 1, 0
268002, 70347, 1, 0
270026, 69044, 1, 0
272000, 69251, 1, 0
274014, 68967, 1, 0
276000, 69495, 1, 0
278000, 68828, 1, 0
280014, 70295, 1, 0
282006, 70250, 1, 0
284006, 68342, 1, 0
286022, 68949, 1, 0
288006, 70441, 1, 0
290006, 70236, 1, 0
292014, 70029, 1, 0
294043, 70854, 1, 0
296000, 66173, 1, 0
298000, 69066, 1, 0
300000, 71316, 1, 0
302006, 68902, 1, 0
304022, 70071, 1, 0
306006, 73773, 1, 0
308000, 67901, 1, 0
310026, 66796, 1, 0
312000, 68748, 1, 0
314010, 68260, 1, 0
316000, 70808, 1, 0
318018, 69245, 1, 0
320002, 68951, 1, 0
322006, 71272, 1, 0
324006, 68261, 1, 0
326014, 69086, 1, 0
328010, 74367, 1, 0
330018, 65810, 1, 0
332010, 67977, 1, 0
334018, 71775, 1, 0
336013, 69427, 1, 0
338000, 67014, 1, 0
340000, 72898, 1, 0
342026, 67989, 1, 0
344009, 68015, 1, 0
346000, 72330, 1, 0
348013, 71737, 1, 0
350025, 65898, 1, 0
352025, 68278, 1, 0
354001, 69719, 1, 0
356009, 69790, 1, 0
358013, 68203, 1, 0
360000, 72171, 1, 0
362013, 66935, 1, 0
364021, 69520, 1, 0
366005, 69234, 1, 0
368005, 67512, 1, 0
370000, 71548, 1, 0
372001, 67623, 1, 0
374005, 70641, 1, 0
376000, 69597, 1, 0
378001, 71434, 1, 0
380000, 67326, 1, 0
382033, 73718, 1, 0
384017, 65895, 1, 0
386013, 69718, 1, 0
388000, 67715, 1, 0
390013, 69872, 1, 0
392025, 80188, 1, 0
394017, 70090, 1, 0
396017, 63865, 1, 0
398001, 66548, 1, 0
400037, 71542, 1, 0
402009, 68787, 1, 0
404029, 71611, 1, 0
406000, 66428, 1, 0
408000, 74116, 1, 0
410025, 68462, 1, 0
412001, 68122, 1, 0
414001, 71023, 1, 0
416021, 67294, 1, 0
418013, 72302, 1, 0
420013, 68945, 1, 0
422001, 72730, 1, 0
424000, 68260, 1, 0
426028, 70805, 1, 0
428000, 70186, 1, 0
430029, 76316, 1, 0
432010, 61390, 1, 0
434018, 73556, 1, 0
436028, 76552, 1, 0
438006, 66713, 1, 0
440010, 72059, 1, 0
442000, 77110, 1, 0
444002, 69466, 1, 0
446039, 77656, 1, 0
448032, 70331, 1, 0
450000, 66305, 1, 0
452000, 71134, 1, 0
454019, 73253, 1, 0
456000, 72634, 1, 0
458003, 71213, 1, 0
460015, 72131, 1, 0
462008, 82262, 1, 0
464000, 63585, 1, 0
466004, 73381, 1, 0
468000, 71922, 1, 0
470012, 74417, 1, 0
472004, 68816, 1, 0
474000, 73228, 1, 0
476000, 73250, 1, 0
478009, 75338, 1, 0
480013, 69190, 1, 0
482014, 70747, 1, 0
484000, 72399, 1, 0
486005, 73682, 1, 0
488000, 67731, 1, 0
490001, 73838, 1, 0
492021, 71995, 1, 0
494009, 77817, 1, 0
496000, 78734, 1, 0
498001, 67072, 1, 0
500002, 80925, 1, 0
502006, 67055, 1, 0
504000, 70726, 1, 0
506000, 74016, 1, 0
508000, 68723, 1, 0
510022, 73318, 1, 0
512014, 70564, 1, 0
514006, 73735, 1, 0
516014, 68120, 1, 0
518000, 73474, 1, 0
520011, 72410, 1, 0
522015, 72229, 1, 0
524015, 71601, 1, 0
526019, 73110, 1, 0
528027, 74014, 1, 0
530000, 68645, 1, 0
532019, 73490, 1, 0
534000, 68999, 1, 0
536027, 71699, 1, 0
538005, 77854, 1, 0
540015, 66983, 1, 0
542027, 71322, 1, 0
544000, 72799, 1, 0
546019, 85191, 1, 0
548000, 59900, 1, 0
550054, 73845, 1, 0
552012, 71175, 1, 0
554012, 68067, 1, 0
556012, 72883, 1, 0
558032, 74788, 1, 0
560016, 73535, 1, 0
562000, 68602, 1, 0
564020, 69106, 1, 0
566018, 74575, 1, 0
568016, 71882, 1, 0
570001, 71046, 1, 0
572008, 70577, 1, 0
574000, 71981, 1, 0
576000, 71000, 1, 0
578000, 70166, 1, 0
580007, 72222, 1, 0
582000, 73625, 1, 0
584009, 71505, 1, 0
586001, 69576, 1, 0
588009, 76026, 1, 0
590009, 71114, 1, 0
592017, 68080, 1, 0
594009, 73235, 1, 0
596001, 71394, 1, 0
598000, 76917, 1, 0
600009, 70511, 1, 0
602009, 65447, 1, 0
604001, 79782, 1, 0
606025, 67776, 1, 0
608000, 68929, 1, 0
610021, 73484, 1, 0
612001, 76700, 1, 0
614025, 65379, 1, 0
616017, 74756, 1, 0
618013, 68699, 1, 0
620000, 74750, 1, 0
622010, 73581, 1, 0
624030, 67361, 1, 0
626000, 72668, 1, 0
628000, 70025, 1, 0
630006, 71432, 1, 0
632026, 73630, 1, 0
634010, 69547, 1, 0
636002, 73948, 1, 0
638000, 71056, 1, 0
640026, 72066, 1, 0
642034, 71846, 1, 0
644036, 73179, 1, 0
646000, 69113, 1, 0
648022, 73817, 1, 0
650010, 71717, 1, 0
652006, 69610, 1, 0
654031, 73319, 1, 0
656014, 72233, 1, 0
658000, 69141, 1, 0
660026, 72907, 1, 0
662000, 72181, 1, 0
664006, 71623, 1, 0
666018, 72416, 1, 0
668006, 70539, 1, 0
670000, 70885, 1, 0
672026, 72586, 1, 0
674002, 73330, 1, 0
676018, 71491, 1, 0
678022, 70450, 1, 0
680000, 74482, 1, 0
682006, 71302, 1, 0
684006, 70774, 1, 0
686065, 78208, 1, 0
688000, 64748, 1, 0
690015, 73218, 1, 0
692014, 72700, 1, 0
694011, 73604, 1, 0
696035, 74898, 1, 0
698011, 70266, 1, 0
700019, 75267, 1, 0
702007, 71437, 1, 0
704003, 68934, 1, 0
706011, 74134, 1, 0
708000, 75886, 1, 0
710039, 67286, 1, 0
712003, 73683, 1, 0
714000, 68739, 1, 0
716015, 70235, 1, 0
718019, 74408, 1, 0
720011, 69927, 1, 0
722023, 72859, 1, 0
724031, 71876, 1, 0
726015, 72885, 1, 0
728015, 78958, 1, 0
730000, 64433, 1, 0
732003, 74304, 1, 0
734007, 70048, 1, 0
736007, 73432, 1, 0
738007, 71313, 1, 0
740011, 72443, 1, 0
742011, 71973, 1, 0
744019, 74476, 1, 0
746000, 69280, 1, 0
748007, 74260, 1, 0
750007, 70613, 1, 0
752015, 73713, 1, 0
754000, 69775, 1, 0
756019, 71400, 1, 0
758015, 75567, 1, 0
760000, 69562, 1, 0
762015, 69887, 1, 0
764003, 74644, 1, 0
766000, 69002, 1, 0
768003, 74331, 1, 0
770000, 72344, 1, 0
772000, 69531, 1, 0
